seed,mise
1,5.549098943783697
2,1.6952295293292907
3,1.5137258322068425
4,1.5375216960753935
5,3.559557575024726
6,2.5953340450744222
7,2.647225905377212
8,0.8023082742300932
9,6.063136797496785
10,4.9943001368124795
11,3.05808421862391
12,1.4098691461632078
13,2.1354403253544865
14,3.6527019402615344
15,1.6539140568859174
16,1.6061848285134654
17,5.930040953443797
18,1.904168516175736
19,3.0204741755044875
20,3.283869294498556
21,5.697825779890383
22,5.92141965191122
23,4.1845444605675866
24,0.7614213106952514
25,2.272853262205069
26,5.29636227499057
27,1.0665669701619316
28,5.552775363202987
29,2.503896410693577
30,2.0637309261943932
31,3.610977787136292
32,2.464983997691383
33,3.217872733636919
34,3.161615499683388
35,3.5112531513016405
36,0.9432975328313857
37,0.8804391540530757
38,0.9295021237227291
39,2.6981398118402096
40,2.0379388352104764
41,0.40205625664444594
42,3.757272248786356
43,1.17083480966686
44,3.8562914020930754
45,1.8317752010380117
46,1.3599515885581168
47,2.768496042482604
48,2.1100571905974124
49,2.71824880072398
50,2.5787993388891963
51,3.3245493567413686
52,3.4017424021363083
53,2.41908937042876
54,5.199692610953234
55,7.85562828996729
56,2.9639111581912503
57,0.7995769685703029
58,1.8100492878211638
59,3.638776575813087
60,4.10498251820091
61,11.135117373926915
62,10.93315109703379
63,1.744740438258915
64,2.0292323872663425
65,1.7960178192592948
66,2.732057742541181
67,3.435072808643847
68,1.7939583195190252
69,1.0188852751451911
70,10.010547754916011
71,0.8458691368477556
72,3.7790023380718947
73,1.7224678299694345
74,1.4402460859995811
75,3.0898276707213657
76,1.1335296062707918
77,1.039218278585688
78,2.3302840349582876
79,2.3576513011472957
80,4.06805667828273
81,0.9331589868224642
82,1.4377792289765048
83,2.85086863244844
84,5.033028353860424
85,2.2594645127311344
86,5.138857968985344
87,1.707520344970161
88,6.979594890099992
89,1.4619788429523881
90,1.086173166228873
91,3.622535624014573
92,2.441501104723759
93,3.454731209134042
94,0.8000839595068586
95,4.1694108035831166
96,1.4211599951401481
97,3.5259058535296366
98,1.9844883331127854
99,1.885351780776232
100,2.5176742579625047
mean,2.986075864736849
se,0.20473650231101598
