seed,t_160,t_200,t_240,t_280,t_320,t_360,t_400,t_440,t_480,t_520,t_560,t_600,t_640,t_680,t_720,t_760,t_800,t_840,t_880,t_920,t_960,t_1000,t_1040,t_1080,t_1120,t_1160,t_1200,t_1240,t_1280,t_1320,t_1360,t_1400,t_1440,t_1480,t_1520,t_1560,t_1600,t_1640,t_1680,t_1720,t_1760,t_1800,t_1840,t_1880,t_1920,t_1960,t_2000
1,43.9786975303135,45.94192820129382,45.560430730983555,46.149973592848625,46.44940121135525,45.73186078648742,46.72964241075755,46.36904476838527,45.51312399868675,45.494889392641255,45.23339119649284,43.94124104236806,43.802144817007274,43.22410102370534,42.529269275129955,42.81824262518285,44.20271389310367,44.382064161573005,44.20008366601131,45.186024633633195,45.68355526657429,47.07528051499508,48.66609041169861,49.79283683872783,50.547675228063994,49.54364078094365,48.9540516092487,49.812643124758964,50.49460793848643,48.97529318452781,48.46392585352561,47.5567740502412,48.69336538794371,47.07949164782656,45.091231202371,44.49381753427607,43.83680623368569,42.286994470813035,42.304781550401714,41.43185705655602,43.11679470478718,44.23276321368537,44.15269457966356,42.528202158233896,42.654039090163764,42.56943426315661,42.652626874463515
2,43.69758496852791,43.70222769295007,44.90665848471126,44.60310317811825,45.13299722498299,44.81401657039466,45.24462458035911,44.86164704715518,45.15658485927111,44.52657008727355,44.68236000802931,44.294496662793044,44.31914417247827,43.28949216567379,43.32596649641228,43.439268065550266,43.05387399389952,43.26691247252162,42.952378015586326,42.61687674854156,43.74735350607175,42.95724453584874,43.05365516104921,43.252268765358004,43.189282453293046,42.784692550647975,42.84297464093069,43.04828654824841,43.944857630751144,44.62682005539012,45.228769053050634,45.652726493488565,45.59438051686003,46.02907986302978,45.4804278223987,45.08553811046991,45.10342928521352,45.07243228986548,44.75549088461169,44.45599569903368,43.20523172980982,43.00632095217637,42.395651509305324,42.486305996933375,42.34134120357465,43.05271613360001,43.75863228165161
3,44.82612750392396,44.531870181490675,44.728080431696014,44.286510176170495,44.58910804389596,44.29727027353543,44.44658315279196,44.30552814509173,44.44764739028292,44.9664882594275,45.08060310453474,45.233253057100384,44.611314890002454,44.6436536653177,44.73046138806878,44.41961444772802,44.55203710613751,44.22972596105224,43.806350590365184,43.945049947287046,43.246857816904594,43.35575096616373,43.40006516540793,44.17010696353475,44.17751058248899,44.22219435519634,44.399253762163625,44.60207446764066,44.93828046512735,45.59487174965802,46.15631007357416,46.2506459172739,46.42588646593254,46.77583125268563,46.37205693285733,46.390888731232316,45.930242316818855,45.81198346175273,45.002603786406866,44.65807678484743,44.75162676413605,44.83440796675777,44.770981187677236,45.22887799829332,46.068328089146604,46.59287642270772,47.06749581057908
4,44.19220384860178,44.35650482241672,44.585884719057546,44.55034375950547,44.64215649154545,44.71801588042803,44.78993777632679,45.1111323648154,45.56344985458452,45.1014174178536,45.00382878742146,45.44450079085803,45.56628315633395,45.43302423850939,45.35268692211046,44.917953101609044,44.39078757711617,44.14923154165066,43.4955051871031,43.15111231569662,42.98465750040258,43.15516540560942,43.120795334134684,43.25867479787106,43.92657398317689,44.02586737029329,44.094909832588485,44.34083119245687,44.17569854938191,44.611599425820565,44.8171827949502,44.926679699223286,45.330844971257974,45.51969683027152,45.381703035029915,45.490731996417956,45.250200536494866,44.562042443528476,44.06469063667655,42.78376968906259,42.55326811267842,42.11490012509502,42.23369796291924,42.03895174422105,42.30554624569837,42.450342640440375,42.5971744117161
5,44.943125377524076,45.56460321635124,46.33228549330033,46.23884087521663,47.16162517498068,48.64891569616625,48.418711380411736,49.2804116833535,48.972705054585376,48.88306166994854,48.360724876038375,47.45138040018488,46.295833776488905,45.413713365188386,44.83787397688363,44.39995034308087,45.20964472841222,45.164670289354454,45.067288070735394,44.95990679725338,44.25429185728591,43.95331376282304,43.728510273754836,43.9372301806147,44.41630183741655,45.762389892838186,47.38261132488948,48.398823830279255,47.98197674354229,47.964106181491864,47.90187769152367,47.20872851086209,47.97292382025333,47.94739925458479,47.418403755465754,46.76996135461602,45.009546251529294,43.49530641225724,42.68857906102381,43.39633538373814,42.92136864606199,42.48032976683329,42.473768997309236,42.524385000208724,42.117143471511255,42.710660858953034,43.43759341985228
6,44.13661948291265,44.76926658080842,45.37169113942848,46.02627035351698,46.33137766904071,46.65417303387613,47.11971336212267,47.40290849857465,48.15444618727024,48.0814959686944,47.4509913705217,46.891776954557606,45.78202177241455,45.10214675644626,44.181997936740174,44.610537356429525,44.68578240253605,44.99784767193991,45.049010073610646,45.28898359250536,44.76857289703495,44.43517597234655,44.44970293902444,43.61226995460842,43.36547290858842,42.98152584022184,43.20037026542501,43.93974798698689,44.73398592986809,45.148929059995936,45.276783832238685,44.74368475432258,44.59728997346944,43.92298999944785,43.34851345880056,42.60763018054962,42.05984629290348,41.35096072900463,41.88184630153375,42.59635468509188,42.4428665167334,43.07847152402289,43.555385787736384,43.35670907426514,43.54349997160014,43.465904821954126,42.94850015307176
7,42.432967853476356,42.3631926326972,42.20235285849418,41.06450358465949,40.28659872092257,40.66156706463795,42.14071183105503,42.56287751295036,44.656869977853056,46.31315480323463,46.124145830350294,46.16954176459625,46.932454413727406,45.68898516484341,45.08746031066206,44.98715572728709,44.845852164406935,46.05134854701524,46.110903896254214,44.66377114128121,43.931311011488866,42.88750557529749,43.377745365636095,44.25557739734331,46.44533021117463,47.24880078496077,47.19860674832,46.75433140344509,46.08464945480469,45.86255580442815,45.19294489445731,43.8082537920618,43.448251185356625,43.700357485611555,43.39589160126381,43.916815173838756,44.31693461625851,44.62674735080163,44.329888608852805,43.184081171441406,43.995466543276876,44.014829927290336,45.30885010438198,42.811723581664594,42.00004919955564,41.455458376859276,40.87314685726956
8,44.089760252579765,44.33227878459205,44.52516484756913,44.08996405777418,44.31571424301653,44.94206144867107,44.32237659847641,45.040889010237656,45.19587436474793,45.24498087562291,45.272043511589835,45.19337126283901,45.29528175250593,44.98935494595918,44.882578992337756,45.09379328205935,44.997089390691364,45.31857506035231,45.191372682185055,45.034601443314635,45.21769202749044,45.10462929763482,45.569280156826856,45.19690297275975,44.850999500915876,45.16960717642054,45.43684871713743,45.335084942405544,45.26971662266622,44.63251351880092,44.824868315571834,44.843437108242455,44.36387218356453,43.6995308223159,43.24173344268042,43.03991132108518,42.654699190525776,42.51321487409847,42.14069935660751,42.58315648525338,42.62683846306171,43.09156858700308,43.31596194641154,43.55889357107035,43.24438040667427,44.123052161392266,44.755071908953234
9,40.850269821404005,42.14141236664731,43.71010800430488,44.968314531862696,46.23402727235522,47.08790392603502,46.75521295902355,46.81312856969885,46.24688913381163,45.67189491625739,46.030826787270065,45.07074148065603,46.15649756285848,45.94335479116929,47.05191789667984,47.53267019375421,47.24358164704626,47.11955114503549,46.23479248080287,46.516021438056065,46.738803691514164,46.79828351935322,46.47495628186047,45.01779707103798,43.92998808827384,44.561543146217375,45.630171126753524,45.169814155337086,43.774010011915166,43.63042122733122,42.768267346501425,42.415426412453996,41.141810371331246,39.48101410877482,37.97722780590555,38.38208621437601,39.55132887405745,41.3922912388774,42.93289638545287,44.13935908688158,45.96935348640159,45.73603634310011,47.11166135988269,47.36102036589108,46.470250104857286,45.883442560934206,44.76411275772334
10,39.75746441664189,40.01118812360855,41.073022929969575,40.88880671567807,41.694929358783796,41.92682512413745,42.17321885104345,43.157720519827045,42.673563595504696,43.46481803185025,42.34777316058643,42.92050937646464,43.2666178869472,43.37849187129637,43.46004879901929,43.449592043215304,44.570900774173616,44.962254436074545,45.23861976481644,46.294089844917046,45.98840325631757,47.14495761425157,47.97609721309813,47.61474820231948,47.0557251070014,47.70536216864157,47.67904919049498,47.83943996973426,48.50811605811989,48.70440057780438,47.53057040412748,47.443222196690186,45.785626636555364,43.089550184018286,43.53424239693828,41.85419942032736,42.11186303463479,43.0871848995438,44.26843971289387,45.57701285988681,45.32721463306934,45.65547575363596,45.34068190541622,44.20914223384725,42.392840044031715,41.62495384053296,41.133562353972
