t,h_hat_seed_0,h_hat_seed_1,h_hat_seed_2,h_hat_seed_3,h_hat_seed_4,h_hat_seed_5,h_hat_seed_6,h_hat_seed_7,h_hat_seed_8,h_hat_seed_9,h_hat_seed_10,h_hat_seed_11,h_hat_seed_12,h_hat_seed_13,h_hat_seed_14,h_hat_seed_15,h_hat_seed_16,h_hat_seed_17,h_hat_seed_18,h_hat_seed_19,h_hat_seed_20,h_hat_seed_21,h_hat_seed_22,h_hat_seed_23,h_hat_seed_24,h_hat_seed_25,h_hat_seed_26,h_hat_seed_27,h_hat_seed_28,h_hat_seed_29,h_hat_seed_30,h_hat_seed_31,h_hat_seed_32,h_hat_seed_33,h_hat_seed_34,h_hat_seed_35,h_hat_seed_36,h_hat_seed_37,h_hat_seed_38,h_hat_seed_39,h_hat_seed_40,h_hat_seed_41,h_hat_seed_42,h_hat_seed_43,h_hat_seed_44,h_hat_seed_45,h_hat_seed_46,h_hat_seed_47,h_hat_seed_48,h_hat_seed_49,h_hat_seed_50,h_hat_seed_51,h_hat_seed_52,h_hat_seed_53,h_hat_seed_54,h_hat_seed_55,h_hat_seed_56,h_hat_seed_57,h_hat_seed_58,h_hat_seed_59,h_hat_seed_60,h_hat_seed_61,h_hat_seed_62,h_hat_seed_63,h_hat_seed_64,h_hat_seed_65,h_hat_seed_66,h_hat_seed_67,h_hat_seed_68,h_hat_seed_69,h_hat_seed_70,h_hat_seed_71,h_hat_seed_72,h_hat_seed_73,h_hat_seed_74,h_hat_seed_75,h_hat_seed_76,h_hat_seed_77,h_hat_seed_78,h_hat_seed_79,h_hat_seed_80,h_hat_seed_81,h_hat_seed_82,h_hat_seed_83,h_hat_seed_84,h_hat_seed_85,h_hat_seed_86,h_hat_seed_87,h_hat_seed_88,h_hat_seed_89,h_hat_seed_90,h_hat_seed_91,h_hat_seed_92,h_hat_seed_93,h_hat_seed_94,h_hat_seed_95,h_hat_seed_96,h_hat_seed_97,h_hat_seed_98,h_hat_seed_99,mean_h_hat,se_h_hat,h_star
-3.141592653589793,-0.665123722572913,-0.4467553388749416,-0.21028194815615303,0.004645149375806568,-0.17435826783022804,-0.2647667294387507,-0.5454669600706217,-0.3417736491816949,-0.24641805904867498,-0.289718820754531,-0.0884347503255036,-0.2276618677329879,-0.43933524743415303,-0.4902150101484408,-0.31644038636736427,-0.42410892976480785,-0.3408631287407478,-0.4477848203156774,-0.3150724448095924,-0.5116666001481286,-0.3559560480490216,-0.4049682455711854,-0.5317492067628324,-0.5229427677490954,-0.4311811190717374,-0.431825854250102,-0.13582837821677773,-0.27153083063730127,-0.23945206385530832,-0.6080642703296333,-0.47668245903585554,-0.5850420588836568,-0.32913929991550506,-0.22306400856486053,-0.5378312188197333,-0.25472442835239584,-0.2444769262767275,-0.2308633610187834,-0.5257631059506049,-0.2323330116551321,-0.40936277355035444,-0.18694894755238298,-0.06256657525687054,-0.4249918025734615,-0.6495550396169434,-0.17998257003455093,-0.4446622634890344,-0.583630818593063,-0.1789992903386589,-0.43000472832266284,-0.32167572064873673,-0.49050946165582876,-0.41566187845585134,-0.2260516168629278,-0.4193940279459248,-0.44860188786939026,-0.33957303901145663,-0.3766997318213586,-0.28533555554825984,-0.4212187500185052,-0.4750158131267318,-0.3487277679203751,-0.2609749340751576,-0.5386438650225178,-0.5032502966654826,-1.00058709012343,-0.5141442225716131,-0.4198237583096722,-0.45750572112318744,-0.16903071028274919,-0.4438673382686285,-0.6529880853081536,-0.40763076418893607,-0.4817333259933617,-0.2953480019409238,-0.15476846655381615,-0.6029665036062868,-0.41066422084063636,-0.5786766098033521,-0.3635877437659139,-0.4702532274430058,-0.4458193021554352,-0.6802870971225459,-0.4805910150172495,-0.35652844927809635,-0.23727935646615256,-0.4623560541107141,-0.30031338490939596,-0.47274143543259134,-0.4028723967523456,-0.5256482051271623,-0.7184458071827236,-0.5559094916616344,-0.1202215972729625,-0.6999878107993209,-0.08658077611459702,-0.6885052539283061,-0.2101748303458337,-0.28156472034828284,-0.59192848208654,-0.3951839060751837,0.016876497626669408,0.0016453059204081307
-3.1353031788078316,-0.6663880353832351,-0.448263698344062,-0.21317354630614643,0.00188149906588847,-0.1760509161673408,-0.2668113072328516,-0.545946912841637,-0.3432292282828098,-0.24853480763131447,-0.2918243986513904,-0.09042634959927587,-0.22971381372478433,-0.440569153172113,-0.4928396629274465,-0.31749052490373975,-0.42589228808560997,-0.3435845280403299,-0.44983835242054243,-0.3162997461171052,-0.5137885127957265,-0.3572589595090203,-0.4061562762981781,-0.533008205845817,-0.5237824675743801,-0.4347935384244812,-0.4343492502534355,-0.13835865263202046,-0.27387715778359417,-0.24158013023857627,-0.6093447417990395,-0.4789325767438509,-0.5858412117210781,-0.3313097645215679,-0.22511948222872535,-0.5397476915750532,-0.25729647197197203,-0.24594211272598895,-0.2335395769523092,-0.5276742927509841,-0.23390930186697112,-0.41065546389522384,-0.18953174436210052,-0.06534621082601971,-0.42744212715887775,-0.6519296501877272,-0.18233882951131508,-0.44669654084524807,-0.587010879588588,-0.18167845215726486,-0.4328765152850612,-0.322861612531237,-0.4922013106210084,-0.41720939306504257,-0.22879489578673312,-0.42161194284955916,-0.4512816959189998,-0.3423328687157343,-0.37862953496484564,-0.287154574648824,-0.42377651390764826,-0.47670144083404564,-0.35083086720785184,-0.26331110796980234,-0.5403714742177457,-0.5056518410832135,-1.0011671163461209,-0.5161223712508698,-0.42063616828680517,-0.46016722046553005,-0.17269928226670456,-0.44541507886653114,-0.6541641461697587,-0.4096361568198647,-0.48306282935270284,-0.2983006928123236,-0.15761134901199098,-0.6054319969291077,-0.41317358907829793,-0.5803600665768748,-0.3650199228664852,-0.4722022531954517,-0.4472335608932759,-0.681268961766544,-0.4821600973472123,-0.35762252548455464,-0.2394925295779419,-0.46436228349636466,-0.3026397686436706,-0.47454032706563937,-0.40452339308296614,-0.5272319491042785,-0.7186218936459173,-0.5574366095675434,-0.12269841659757758,-0.7008928155231507,-0.09072217450396891,-0.6904450997761535,-0.21251810795053777,-0.2834498414398606,-0.5923123727591774,-0.397141766036401,0.016839029461435253,-0.004654475437530527
-3.12901370402587,-0.6676506465324936,-0.44977453558026675,-0.21607290957792552,-0.0008900676680019259,-0.17774885652535558,-0.26885928088134114,-0.54642313149249,-0.3446885466604958,-0.25065953600751956,-0.29393511616133916,-0.09242590264665437,-0.23177083433714266,-0.4418044835900243,-0.4954657809131835,-0.31854337817264766,-0.42767815577172047,-0.3463126832436861,-0.4518959608952166,-0.31753304810605054,-0.5159125290111252,-0.35856411108971553,-0.4073474447899268,-0.5342673981418881,-0.5246203297954889,-0.4384098575471054,-0.4368770973802448,-0.14089646179284232,-0.2762292595761541,-0.2437138613985802,-0.6106251012534569,-0.48118712206414666,-0.586637544954255,-0.33348393312114943,-0.22718107320686542,-0.5416669089722074,-0.25987484036715863,-0.24740962682182893,-0.2362197456473743,-0.5295879803664612,-0.23548967460080306,-0.4119491160421084,-0.1921227214159967,-0.06813523398811255,-0.4298959086830887,-0.6543054058114385,-0.18470075172773678,-0.44873495662348306,-0.5903917685422693,-0.1843652729836695,-0.4357525500509317,-0.3240512927932663,-0.4938949013835335,-0.418760702467421,-0.23154525368619394,-0.42383527362898377,-0.453965174509378,-0.3450986379046936,-0.3805635703250575,-0.2889770356847895,-0.4263373143832184,-0.47838873808016125,-0.35293945246207914,-0.2656531655723905,-0.5421004444338804,-0.5080565755924416,-1.001742357823903,-0.5181034403109478,-0.42144990658538006,-0.4628321770897875,-0.1763738836004487,-0.44696694545750293,-0.6553381553868034,-0.4116439972683055,-0.4843928326985957,-0.3012602229177732,-0.1604599460881424,-0.60789768768558,-0.415688174326321,-0.5820439000956878,-0.3664542573489896,-0.47415319554330393,-0.448651404600391,-0.6822477100421889,-0.48373104981050724,-0.35871798753765893,-0.24171101329481706,-0.4663725853732396,-0.3049717346350873,-0.4763412178283149,-0.4061753782867966,-0.5288170219283741,-0.7187953067372315,-0.5589634413908089,-0.12518303709773448,-0.7017975007632116,-0.09487318663653421,-0.692383680791948,-0.21486939826133636,-0.285338557452554,-0.5926913172173671,-0.39910289585352243,0.016801520993756303,-0.010954007592733492
-3.1227242292439086,-0.6689115172927647,-0.4512878319505934,-0.21897997771420113,-0.0036694788798179445,-0.17945206947392928,-0.2709105902933526,-0.5468955881851263,-0.34615159606856366,-0.2527922420201254,-0.2960509363230772,-0.09443339884308613,-0.2338328888067593,-0.4430412226194917,-0.4980932617656486,-0.3195989477130093,-0.4294664940703728,-0.3490475446885271,-0.4539576136368635,-0.31877238675984054,-0.5180385909797636,-0.35987148499634924,-0.40854175859834974,-0.5355267581489385,-0.5254563271428354,-0.4420299368654077,-0.4394093360314675,-0.1434417584047928,-0.27858709017137306,-0.24585322107211938,-0.6119053253834678,-0.48344605782175953,-0.5874310265992361,-0.3356617483079786,-0.22924875472356113,-0.5435888385564007,-0.2624594787544402,-0.24887942968843307,-0.23890376950700176,-0.5315041320031593,-0.23707410709933296,-0.41324370039416874,-0.19472184234212364,-0.07093359944839711,-0.4323530776638438,-0.6566822327292094,-0.1870682791069418,-0.45077748054677824,-0.5937733337853801,-0.18705970189072502,-0.4386327468890501,-0.32524476966007565,-0.4955901973212814,-0.4203158007762087,-0.23430263209237723,-0.42606399322982735,-0.4566522444176674,-0.34787028272805426,-0.3825018088166751,-0.2908028962896422,-0.4289010685296528,-0.48007766602871316,-0.3550534978901821,-0.2680010621540909,-0.5438307363060859,-0.5104644382997614,-1.0023128124957141,-0.5200873932315067,-0.4222649816724565,-0.4655005109033817,-0.18005437381556882,-0.4485229397349402,-0.6565100738843984,-0.41365422949690905,-0.4857233049941281,-0.30422652372691705,-0.16331416608696658,-0.6103634779093101,-0.4182079265157197,-0.583728064198292,-0.36789072045335247,-0.47610600119154733,-0.4500728363876284,-0.6832233035611478,-0.48530384469673715,-0.3598148194919103,-0.2439347604987016,-0.46838693222876165,-0.30730923863521675,-0.47814406579194324,-0.40782829874137555,-0.5304033919622625,-0.7189660716456486,-0.5604899396200624,-0.12767541715515413,-0.7027018746897515,-0.09903368269662582,-0.6943209220855384,-0.21722868082016616,-0.2872308234066827,-0.5930652817199729,-0.4010672529344462,0.0167639752567205,-0.017253041352322886
-3.116434754461947,-0.6701706086341597,-0.45280356855162673,-0.22189468939398282,-0.0064566613754094004,-0.18116053513220282,-0.2729651745189223,-0.5473642549862424,-0.3476183680461718,-0.25493292317122856,-0.2981718215326987,-0.09644882709379582,-0.23589993567300116,-0.4442793539986657,-0.5007220018774714,-0.3206572350123792,-0.43125726370127215,-0.3517890618473102,-0.4560232780331366,-0.3200177982983443,-0.5201666401529009,-0.36118106317010734,-0.40973922529303486,-0.5367862601231866,-0.5262904321713924,-0.44565363495412913,-0.44194590573503956,-0.14599449427259106,-0.2809506029403266,-0.2479981723303603,-0.6131853906913385,-0.4857093462578323,-0.5882216244909566,-0.33784315184847746,-0.23132249943340347,-0.5455134474323409,-0.26505033142598067,-0.25035148190008927,-0.24159154957435658,-0.5334227103812149,-0.2386625761774941,-0.41453918700780756,-0.19732906998113847,-0.07374126094070257,-0.43481356366602947,-0.6590600563135747,-0.18944135313128002,-0.45282408184759837,-0.5971554218070003,-0.18976168700401444,-0.4415170188768285,-0.3264420513444151,-0.497287161356774,-0.4218746819308341,-0.23706697152862882,-0.4282980740870812,-0.4593428253391265,-0.350647738329373,-0.3844442208642505,-0.2926321134603679,-0.4314676923285859,-0.48176818536016813,-0.3571729771898664,-0.27035475220828464,-0.545562310003699,-0.5128753664782739,-1.0028784786425091,-0.5220741929891782,-0.4230814021262844,-0.4681721407318316,-0.18374061045382634,-0.4500830633030204,-0.6576798622947425,-0.4156667967243096,-0.48705421486968303,-0.3071995255966664,-0.16617391593716363,-0.6128292685045664,-0.42073279478658265,-0.5854125122227806,-0.36932928504808893,-0.4780606161694032,-0.4514978593173279,-0.6841957037022361,-0.48687845394331086,-0.3609130051975422,-0.2461637232863198,-0.47040529610026816,-0.309652235643523,-0.47994882849113085,-0.40948210017424175,-0.5319910271990667,-0.7191342141078376,-0.5620160562535218,-0.13017551430510654,-0.7036059456960093,-0.10320353083620071,-0.6962567479981392,-0.21959593459263027,-0.2891265936459582,-0.5934342324176859,-0.40303479407329,0.01672639530265235,-0.023551327543136047
-3.1101452796799856,-0.6714278812233815,-0.4543217262066562,-0.2248169822228473,-0.009251540702601035,-0.18287423316305793,-0.2750229717433359,-0.5478291038674739,-0.34908885391442473,-0.25708157661734177,-0.3002977335378913,-0.0984721758283868,-0.23797193277165096,-0.4455188612699945,-0.5033518963636555,-0.32171824150331996,-0.43305042485182743,-0.35453718331894246,-0.45809292095749266,-0.32126931917715407,-0.5222966172414937,-0.36249282728581467,-0.41093985245837195,-0.5380458780774581,-0.5271226172600108,-0.44928080852050045,-0.44448674513817693,-0.14855462029302705,-0.283319750461486,-0.2501486775724333,-0.6144652734898945,-0.4879769490243208,-0.5890093062825914,-0.34002808467601997,-0.2334022794149458,-0.547440702260413,-0.26764734174121974,-0.25182574347669107,-0.24428298552164324,-0.5353436777307251,-0.2402550582182822,-0.4158355455899909,-0.19994436637770718,-0.07655817121802619,-0.4372772952942323,-0.6614388010620269,-0.1918199143350609,-0.45487472926285466,-0.6005378772381873,-0.19247117549267112,-0.44440527789062667,-0.3276431460437979,-0.49898575595404165,-0.4234373396952672,-0.23983821150211992,-0.4305374881184897,-0.46203683587755895,-0.35343093883773025,-0.386390776397622,-0.29446464355153806,-0.43403710065026013,-0.48346025626778677,-0.3592978635440526,-0.27271418944385034,-0.5472951252264117,-0.5152892965613227,-1.0034393548874836,-0.5240638020531372,-0.42389917663334986,-0.4708469843095196,-0.18743244906030748,-0.45164731767409266,-0.6588474809553686,-0.41768164141872166,-0.4883855306203105,-0.31017915776075994,-0.16903910117994597,-0.6152949592442577,-0.4232627274810504,-0.5870971970034682,-0.3707699236270764,-0.48001698582499347,-0.45292647639950057,-0.6851648716104137,-0.4884548491313985,-0.3620125282979746,-0.24839785296246036,-0.47242764856976555,-0.31200067990055225,-0.48175546291946547,-0.41113672765822895,-0.5335798952592078,-0.7192997604102249,-0.5635417427971028,-0.13268328522802703,-0.7045097223949934,-0.10738259716090692,-0.6981910820984902,-0.22197113796146187,-0.29102582183129866,-0.5937981353532724,-0.4050054754449877,0.01668878420252621,-0.02984861702158214
-3.103855804898024,-0.6726832954225306,-0.45584228546245353,-0.22774679272362258,-0.012054041141160321,-0.18459314276689961,-0.27708391928255205,-0.5482901067056196,-0.3505630447728864,-0.2592381991645137,-0.302428633432094,-0.10050343299538206,-0.24004883722875225,-0.44675972777794026,-0.5059828390527932,-0.322781968559109,-0.4348459371722013,-0.3572918568203483,-0.4601665087643532,-0.32252698608614117,-0.5244284622103782,-0.3638067587496,-0.4121436476906788,-0.5393055857792373,-0.5279528546108008,-0.45291131238767,-0.44703179199959997,-0.15112208644816794,-0.2856944845137607,-0.2523046985189666,-0.6157449499013956,-0.49024882717863205,-0.5897940394449147,-0.3422164868858768,-0.23548806616415935,-0.549370569252787,-0.2702504521189604,-0.2533021738793778,-0.24697797564096485,-0.537266995787685,-0.24185152916851937,-0.417132745495627,-0.2025676927716367,-0.07938428204307668,-0.43974420018546867,-0.6638183905905533,-0.1942039022972379,-0.4569293910288164,-0.6039205428360117,-0.19518811356015597,-0.44729743459623394,-0.3288480619362858,-0.5006859431156524,-0.4250037676563399,-0.24261629049536848,-0.4327822067161992,-0.46473419353652085,-0.35621981735983,-0.38834144484703986,-0.29630044226876623,-0.4366092072454084,-0.4851538384536345,-0.36142812961540105,-0.27507932677905683,-0.549029141200424,-0.5177061641365501,-1.0039954401940583,-0.526056182380329,-0.42471831398448534,-0.4735249582711551,-0.19112974317945186,-0.4532157042640315,-0.6600128899073847,-0.4196987052917449,-0.4897172202029424,-0.31316534831924947,-0.1719096259583519,-0.6177604487685024,-0.42579767213639425,-0.5887820708677367,-0.37221260830672176,-0.48197505482000236,-0.4543586905874276,-0.6861307681959237,-0.49003300148156526,-0.3631133722266877,-0.25063710003318873,-0.4744539607581448,-0.3143545248812405,-0.48356392552531213,-0.412792125607592,-0.5351699633871938,-0.7194627373908078,-0.5650669502627157,-0.13519868574092253,-0.7054132136160477,-0.1115707457185352,-0.7001238471797717,-0.22435426871970324,-0.2929284609345968,-0.5941569564618827,-0.4069792525999258,0.016651145045342916,-0.036144660683497656
-3.097566330116062,-0.6739368112881293,-0.4573652265857461,-0.23068405632781652,-0.014864085692684659,-0.18631724267425265,-0.2791479535790818,-0.5487472352828794,-0.35204093149558474,-0.2614027872632451,-0.30456448164867883,-0.10254258605666833,-0.24213060545483797,-0.4480019366666045,-0.5086147224797473,-0.32384841748857623,-0.4366437597701479,-0.3600530291779169,-0.46224400728419923,-0.32379083594796343,-0.5265621142725458,-0.3651228386965565,-0.41335061859516065,-0.5405653567483798,-0.5287811162485336,-0.4565449994780253,-0.44958098318171136,-0.15369684179914656,-0.28807475606965954,-0.25446619620556726,-0.6170243958563993,-0.4925249411779186,-0.590575791265687,-0.34440829773073156,-0.23757983058763216,-0.5513030141694897,-0.2728596040300604,-0.25478073200643914,-0.24967641683773062,-0.5391926257899224,-0.243451964534525,-0.41843075572494753,-0.20519900958879844,-0.08221954417894764,-0.4422142050026886,-0.666198747627109,-0.19659325563402655,-0.4589880348758756,-0.6073032594674954,-0.19791244643520062,-0.45019339843931905,-0.33005680717552105,-0.5023876843798091,-0.4265739592220246,-0.24540114595769857,-0.435032200737484,-0.4674348147120234,-0.35901430597230155,-0.39029619513789476,-0.2981394646615442,-0.4391839247379071,-0.48684889112462715,-0.36356374754033666,-0.2774501163358051,-0.5507643166745755,-0.520125903940511,-1.00454673386167,-0.528051295410423,-0.4255388230700492,-0.4762059781436937,-0.19483234435149116,-0.4547882243853678,-0.6611760488937586,-0.42171792929262114,-0.49104925123353677,-0.316158024227958,-0.17478539300713258,-0.6202256345836514,-0.42833757547819906,-0.5904670856329872,-0.37365731082495,-0.48393476712429206,-0.455794504771989,-0.6870933541335489,-0.4916128818490192,-0.36421552020349607,-0.2528814141989989,-0.47648420331928637,-0.3167137232881886,-0.48537417220774326,-0.4144482377745508,-0.536761198448263,-0.7196231724394302,-0.5665916291666743,-0.13772167078850928,-0.7063164284014362,-0.1157678384900559,-0.7020549652568902,-0.22674530406320081,-0.29483446323244134,-0.5945106615713762,-0.4089560804585794,0.01661348093747047,-0.04243920947400077
-3.0912768553341006,-0.6751883885705838,-0.4588905295596296,-0.23362870736754493,-0.017681596070386274,-0.1880465111374772,-0.28121501019786943,-0.54920046128712,-0.3535225047262649,-0.2635753370028706,-0.306705237955247,-0.10458962198173832,-0.24421719313956397,-0.4492454708768616,-0.5112474378793253,-0.3249175895303432,-0.43844385120567675,-0.3628206463188153,-0.46432538181862404,-0.32506090591602477,-0.5286975118834507,-0.36644104798837573,-0.41456077278174885,-0.5418251642547125,-0.5296073740200337,-0.46018172079636055,-0.45213425464270374,-0.15627883448028734,-0.2904605152885414,-0.25663313097626084,-0.6183035870926054,-0.49480525087262306,-0.5913545288490626,-0.34660345561655453,-0.23967754299528649,-0.5532380023144283,-0.2754747379906657,-0.25626137618985395,-0.252378204626036,-0.5411205284730561,-0.24505633937769122,-0.4197295449208688,-0.2078382764319502,-0.08506390738003,-0.4446872354296238,-0.6685797940050442,-0.19898791199151505,-0.4610506280231341,-0.6106858660934193,-0.2006441183628629,-0.45309307763625134,-0.33126938988475385,-0.5040909408174302,-0.42814790761922494,-0.24819271429665662,-0.43728744049535834,-0.47013861468562523,-0.361814335714153,-0.3922549956851617,-0.2999816651159422,-0.4417611646190403,-0.4885453729885561,-0.3657046889225012,-0.27982650943390264,-0.5525006099164649,-0.5225484498539161,-1.0050932355212452,-0.5300491020607175,-0.42636071287400346,-0.47888995833891046,-0.19854010211072753,-0.45636487923928915,-0.6623369173578357,-0.4237392536035768,-0.4923815909840791,-0.3191571112884547,-0.17766630364368713,-0.6226904130641567,-0.43088238341372853,-0.5921521926037041,-0.3751040025417107,-0.48589606601047614,-0.457233921774414,-0.6880525898619265,-0.49319446071849216,-0.3653189552301643,-0.2551307443479396,-0.47851834643407154,-0.3190782270450303,-0.487186158312497,-0.41610500724587574,-0.5383535669249896,-0.7197810934952679,-0.5681157295283719,-0.14025219443409515,-0.7072193760029515,-0.11997373538233136,-0.7039843575641198,-0.22914422058274242,-0.2967437802998667,-0.594859216402654,-0.410935913306198,0.016575795001957296,-0.04873201439734145
-3.084987380552139,-0.6764379867140315,-0.46041817407995733,-0.2365806790680296,-0.020506492689030265,-0.18978092592195736,-0.28328502382232557,-0.5496497563121864,-0.355007754873212,-0.26575584410569586,-0.3088508614479305,-0.10664452724179815,-0.24630855524672937,-0.4504903131429167,-0.5138808751806148,-0.3259894858470054,-0.4402461694855914,-0.36559465326221774,-0.46641059713536115,-0.3263372333703809,-0.5308345927356191,-0.36776136721096875,-0.41577411785962315,-0.5430849813154741,-0.5304315995935749,-0.46382132541294907,-0.4546915414286331,-0.15886801169344622,-0.2928517115102029,-0.2588054624768806,-0.6195824991533749,-0.4970897154996278,-0.5921302191150226,-0.3488018980985201,-0.2417811730927621,-0.5551754985313968,-0.2780957935556868,-0.2577440641922493,-0.2550832331249789,-0.5430506640664795,-0.2466646283100138,-0.421029081366337,-0.21048545207149913,-0.08791732038298719,-0.4471632161668593,-0.6709614506565109,-0.20138780803857853,-0.4631171371728111,-0.6140681997521789,-0.2033830725955583,-0.45599637916581914,-0.3324858181505772,-0.505795673029203,-0.42972560589071385,-0.25099093086976654,-0.43954789574881226,-0.4728455076174487,-0.36461983657963354,-0.39421781438776415,-0.30182699734724316,-0.44434083724358386,-0.4902432422500872,-0.36785092482600756,-0.28220845658529636,-0.5542379787086608,-0.5249737348972909,-1.0056349451307027,-0.5320495627208965,-0.4271839924669141,-0.48157681214626313,-0.20225286398559977,-0.45794566990711555,-0.6634954544421738,-0.4257626176356477,-0.4937142063795046,-0.32216253413871115,-0.18055225775929984,-0.6251546794576099,-0.4334320410253403,-0.5938373425685518,-0.37655265443973773,-0.48785889404849603,-0.4586769443376395,-0.6890084355829454,-0.49477770819900135,-0.3664236600857019,-0.2573850385489667,-0.48055635980410294,-0.321447987289986,-0.4889998386280298,-0.41776237643945274,-0.5399470349137903,-0.7199365290434181,-0.569639200869413,-0.14279020985029506,-0.7081220658785352,-0.12418829422151434,-0.7059119445529263,-0.23155099425612793,-0.29865636300420895,-0.595202586570011,-0.412918704787543,0.016538090377825436,-0.05502282652675384
